#compound	modifier	head	label
affenvisage	affe	visage	DEROGATORY
gedenkstättenvisage	gedenkstätte	visage	DEROGATORY
giftvisage	gift	visage	DEROGATORY
henkervisage	henker	visage	OTHER
hundevisage	hund	visage	OTHER
killervisage	killer	visage	OTHER
kohlvisage	kohl	visage	DEROGATORY
ledervisage	leder	visage	OTHER
maskenvisage	maske	visage	OTHER
monstervisage	monster	visage	OTHER
ochsenvisage	ochse	visage	DEROGATORY
plastik-visage	plastik	visage	OTHER
rabenvisage	rabe	visage	OTHER
reportervisage	reporter	visage	DEROGATORY
schlägervisage	schläger	visage	DEROGATORY
schreckensvisage	schrecken	visage	OTHER
tätervisage	täter	visage	OTHER
verbrechervisage	verbrecher	visage	DEROGATORY
verlierer-visage	verlierer	visage	DEROGATORY
zombievisage	zombie	visage	OTHER
dornvogel	dorn	vogel	OTHER
flammenvogel	flamme	vogel	OTHER
fliegenvogel	fliege	vogel	OTHER
gossenvogel	gosse	vogel	OTHER
grasvogel	gras	vogel	OTHER
käfigvogel	käfig	vogel	OTHER
königsvogel	könig	vogel	OTHER
laubenvogel	laube	vogel	OTHER
lustvogel	lust	vogel	DEROGATORY
papiervogel	papier	vogel	OTHER
qualitätsvogel	qualität	vogel	OTHER
raupenvogel	raupe	vogel	OTHER
schirmvogel	schirm	vogel	OTHER
seuchenvogel	seuche	vogel	DEROGATORY
sperlingsvogel	sperling	vogel	OTHER
strandvogel	strand	vogel	OTHER
tierschutzvogel	tierschutz	vogel	OTHER
unglücksvogel	unglück	vogel	OTHER
wattenmeer-vogel	wattenmeer	vogel	OTHER
wiesenvogel	wiese	vogel	OTHER
baumwachtel	baum	wachtel	OTHER
bratwachtel	brat	wachtel	OTHER
erdwachtel	erd	wachtel	OTHER
hauswachtel	haus	wachtel	OTHER
heidewachtel	heide	wachtel	OTHER
japanwachtel	japan	wachtel	OTHER
mastwachtel	mast	wachtel	OTHER
maulwurfswachtel	maulwurf	wachtel	OTHER
moralwachtel	moral	wachtel	DEROGATORY
ofenwachtel	ofen	wachtel	OTHER
schopfwachtel	schopf	wachtel	OTHER
spinatwachtel	spinat	wachtel	DEROGATORY
straußwachtel	strauß	wachtel	OTHER
sumpfwachtel	sumpf	wachtel	OTHER
virginiawachtel	virginia	wachtel	OTHER
waldwachtel	wald	wachtel	OTHER
wetterwachtel	wetter	wachtel	OTHER
zahnwachtel	zahn	wachtel	OTHER
zuchtwachtel	zucht	wachtel	OTHER
zwergwachtel	zwerg	wachtel	OTHER
babywalze	baby	walze	OTHER
bilderwalze	bild	walze	OTHER
crescendo-walze	crescendo	walze	OTHER
enigma-walze	enigma	walze	OTHER
grundwalze	grund	walze	OTHER
hagelwalze	hagel	walze	OTHER
kugelwalze	kugel	walze	OTHER
laubwalze	laub	walze	OTHER
laufwalze	lauf	walze	OTHER
messerwalze	messer	walze	OTHER
nadelwalze	nadel	walze	OTHER
programmwalze	programm	walze	OTHER
rasenwalze	rasen	walze	OTHER
rodewalze	roden	walze	OTHER
rouladenwalze	roulade	walze	OTHER
sackwalze	sack	walze	DEROGATORY
schlammwalze	schlamm	walze	OTHER
seilwalze	seil	walze	OTHER
wolkenwalze	wolke	walze	OTHER
zylinderwalze	zylinder	walze	OTHER
abstandswarner	abstand	warner	OTHER
auktions-warner	auktion	warner	OTHER
borgwarner	borg	warner	OTHER
dopingwarner	doping	warner	OTHER
ereigniswarner	ereignis	warner	OTHER
frostwarner	frost	warner	OTHER
gentechnologiewarner	gentechnologie	warner	DEROGATORY
klimawarner	klima	warner	OTHER
lawinenwarner	lawine	warner	OTHER
radarwarner	radar	warner	OTHER
rauchwarner	rauch	warner	OTHER
reifendruckwarner	reifendruck	warner	OTHER
schlüsselwarner	schlüssel	warner	OTHER
sektenwarner	sekte	warner	DEROGATORY
speicherwarner	speicher	warner	OTHER
stall-warner	stall	warner	OTHER
umweltwarner	umwelt	warner	DEROGATORY
virus-warner	virus	warner	OTHER
wildwarner	wild	warner	OTHER
ölstandswarner	ölstand	warner	OTHER
abschiedswinker	abschied	winker	DEROGATORY
abstrahlwinker	abstrahl	winker	OTHER
aufbauwinker	aufbau	winker	OTHER
autowinker	auto	winker	OTHER
baustellenwinker	baustelle	winker	OTHER
begrüßungswinker	begrüßung	winker	OTHER
brückenwinker	brücke	winker	OTHER
deckswinker	deck	winker	OTHER
fahnenwinker	fahne	winker	OTHER
fähnchenwinker	fähnchen	winker	OTHER
handwinker	hand	winker	OTHER
herrenwinker	herr	winker	OTHER
kamerawinker	kamera	winker	OTHER
klappwinker	klappen	winker	OTHER
linienwinker	linie	winker	OTHER
mastwinker	mast	winker	OTHER
pendelwinker	pendel	winker	OTHER
signalwinker	signal	winker	OTHER
stammwinker	stamm	winker	OTHER
zaunpfahlwinker	zaunpfahl	winker	OTHER
augenwischer	auge	wischer	DEROGATORY
beifahrerwischer	beifahrer	wischer	OTHER
fensterwischer	fenster	wischer	OTHER
fußbodenwischer	fußboden	wischer	OTHER
gedanken-wischer	gedanke	wischer	OTHER
gummiwischer	gummi	wischer	OTHER
handwischer	hand	wischer	OTHER
heckscheibenwischer	heckscheibe	wischer	OTHER
hinternwischer	hintern	wischer	DEROGATORY
hongkong-wischer	hongkong	wischer	OTHER
intervallwischer	intervall	wischer	OTHER
kanonenwischer	kanone	wischer	OTHER
otterwischer	otter	wischer	OTHER
pinselwischer	pinsel	wischer	OTHER
regenwischer	regen	wischer	OTHER
rohrwischer	rohr	wischer	OTHER
rückfallwischer	rückfall	wischer	OTHER
scheinwerferwischer	scheinwerfer	wischer	OTHER
tafelwischer	tafel	wischer	OTHER
tintenwischer	tinte	wischer	OTHER
bahnzähler	bahn	zähler	OTHER
besucher-zähler	besucher	zähler	OTHER
erbsenzähler	erbse	zähler	DEROGATORY
fahrzeugzähler	fahrzeug	zähler	OTHER
infektionszähler	infektion	zähler	OTHER
inselzähler	insel	zähler	OTHER
kilometer-zähler	kilometer	zähler	OTHER
kostenzähler	kosten	zähler	OTHER
nationalitätenzähler	nationalität	zähler	OTHER
passagierzähler	passagier	zähler	OTHER
pendelzähler	pendel	zähler	OTHER
schrittzähler	schritt	zähler	OTHER
spitzenzähler	spitze	zähler	OTHER
stromproduktions-zähler	stromproduktion	zähler	OTHER
telefonzähler	telefon	zähler	OTHER
verbrauchszähler	verbrauch	zähler	OTHER
vogelzähler	vogel	zähler	OTHER
volkszähler	volk	zähler	OTHER
wärmezähler	wärme	zähler	OTHER
zugriffszähler	zugriff	zähler	OTHER
dauerüberholer	dauer	überholer	DEROGATORY
ehren-überholer	ehre	überholer	OTHER
fahrwerksüberholer	fahrwerk	überholer	OTHER
flugzeugüberholer	flugzeug	überholer	OTHER
geisterfahrerüberholer	geisterfahrer	überholer	DEROGATORY
getriebeüberholer	getriebe	überholer	OTHER
innerorts-überholer	innerort	überholer	DEROGATORY
kamikazeüberholer	kamikaze	überholer	DEROGATORY
kolonnen-überholer	kolonne	überholer	OTHER
lichtmaschinenüberholer	lichtmaschine	überholer	OTHER
lkw-überholer	lkw	überholer	OTHER
motorüberholer	motor	überholer	OTHER
phantom-überholer	phantom	überholer	OTHER
profigetriebeüberholer	profigetriebe	überholer	OTHER
standspurüberholer	standspur	überholer	DEROGATORY
standstreifenüberholer	standstreifen	überholer	DEROGATORY
stauüberholer	stau	überholer	DEROGATORY
turboüberholer	turbo	überholer	OTHER
vettelüberholer	vettel	überholer	OTHER
zielkanalüberholer	zielkanal	überholer	OTHER
